latitude,longitude,elevation_m
8.8571,-77.3729,1891
8.8571,-77.1695,3042
8.8571,-76.9661,1350
8.8571,-76.7627,1071
8.8571,-76.5593,2564
8.8571,-76.3559,1805
8.8571,-76.1525,1467
8.8571,-75.9492,1043
8.8571,-75.7458,1559
8.8571,-75.5424,1956
8.8571,-75.339,2091
8.8571,-75.1356,2259
8.8571,-74.9322,482
8.8571,-74.7288,1475
8.8571,-74.5254,805
8.8571,-74.322,1552
8.8571,-74.1186,1163
8.8571,-73.9153,1316
8.8571,-73.7119,1432
8.8571,-73.5085,1039
8.8571,-73.3051,793
8.8571,-73.1017,953
8.8571,-72.8983,1281
8.8571,-72.6949,1136
8.8571,-72.4915,530
8.8571,-72.2881,976
8.8571,-72.0847,656
8.8571,-71.8814,126
8.8571,-71.678,0
8.8571,-71.4746,351
8.8571,-71.2712,183
8.8571,-71.0678,210
8.8571,-70.8644,80
8.8571,-70.661,341
8.8571,-70.4576,148
8.8571,-70.2542,499
8.8571,-70.0508,40
8.8571,-69.8475,99
8.8571,-69.6441,307
8.8571,-69.4407,225
8.8571,-69.2373,214
8.8571,-69.0339,357
8.8571,-68.8305,273
8.8571,-68.6271,110
8.8571,-68.4237,187
8.8571,-68.2203,260
8.8571,-68.0169,487
8.8571,-67.8136,236
8.8571,-67.6102,273
8.8571,-67.4068,273
8.8571,-67.2034,165
8.8571,-67.0,71
9.0816,-79.0,2446
9.0816,-78.7966,2287
9.0816,-78.5932,1582
9.0816,-78.3898,1775
9.0816,-78.1864,2025
9.0816,-77.9831,3145
9.0816,-77.7797,2247
9.0816,-77.5763,1734
9.0816,-77.3729,2188
9.0816,-77.1695,2184
9.0816,-76.9661,2379
9.0816,-76.7627,2184
9.0816,-76.5593,1772
9.0816,-76.3559,1853
9.0816,-76.1525,1399
9.0816,-75.9492,2244
9.0816,-75.7458,2425
9.0816,-75.5424,1678
9.0816,-75.339,1195
9.0816,-75.1356,2782
9.0816,-74.9322,1293
9.0816,-74.7288,618
9.0816,-74.5254,609
9.0816,-74.322,688
9.0816,-74.1186,968
9.0816,-73.9153,560
9.0816,-73.7119,790
9.0816,-73.5085,1086
9.0816,-73.3051,643
9.0816,-73.1017,1244
9.0816,-72.8983,533
9.0816,-72.6949,712
9.0816,-72.4915,923
9.0816,-72.2881,1229
9.0816,-72.0847,1501
9.0816,-71.8814,64
9.0816,-71.678,332
9.0816,-71.4746,5
9.0816,-71.2712,96
9.0816,-71.0678,258
9.0816,-70.8644,69
9.0816,-70.661,46
9.0816,-70.4576,287
9.0816,-70.2542,95
9.0816,-70.0508,127
9.0816,-69.8475,222
9.0816,-69.6441,307
9.0816,-69.4407,378
9.0816,-69.2373,296
9.0816,-69.0339,303
9.0816,-68.8305,189
9.0816,-68.6271,205
9.0816,-68.4237,368
9.0816,-68.2203,324
9.0816,-68.0169,291
9.0816,-67.8136,296
9.0816,-67.6102,395
9.0816,-67.4068,211
9.0816,-67.2034,133
9.0816,-67.0,191
9.3061,-79.0,2875
9.3061,-78.7966,1795
9.3061,-78.5932,1867
9.3061,-78.3898,2493
9.3061,-78.1864,1878
9.3061,-77.9831,1274
9.3061,-77.7797,1678
9.3061,-77.5763,1917
9.3061,-77.3729,1735
9.3061,-77.1695,2511
9.3061,-76.9661,1337
9.3061,-76.7627,2019
9.3061,-76.5593,2245
9.3061,-76.3559,2193
9.3061,-76.1525,2193
9.3061,-75.9492,2515
9.3061,-75.7458,1921
9.3061,-75.5424,1259
9.3061,-75.339,2491
9.3061,-75.1356,1373
9.3061,-74.9322,1298
9.3061,-74.7288,1628
9.3061,-74.5254,712
9.3061,-74.322,390
9.3061,-74.1186,653
9.3061,-73.9153,680
9.3061,-73.7119,618
9.3061,-73.5085,735
9.3061,-73.3051,591
9.3061,-73.1017,835
9.3061,-72.8983,772
9.3061,-72.6949,751
9.3061,-72.4915,1052
9.3061,-72.2881,854
9.3061,-72.0847,1015
9.3061,-71.8814,274
9.3061,-71.678,215
9.3061,-71.4746,87
9.3061,-71.2712,327
9.3061,-71.0678,156
9.3061,-70.8644,279
9.3061,-70.661,226
9.3061,-70.4576,249
9.3061,-70.2542,262
9.3061,-70.0508,186
9.3061,-69.8475,291
9.3061,-69.6441,170
9.3061,-69.4407,143
9.3061,-69.2373,226
9.3061,-69.0339,221
9.3061,-68.8305,223
9.3061,-68.6271,319
9.3061,-68.4237,134
9.3061,-68.2203,251
9.3061,-68.0169,176
9.3061,-67.8136,129
9.3061,-67.6102,97
9.3061,-67.4068,320
9.3061,-67.2034,164
9.3061,-67.0,158
9.5306,-79.0,1769
9.5306,-78.7966,1841
9.5306,-78.5932,1450
9.5306,-78.3898,2290
9.5306,-78.1864,1824
9.5306,-77.9831,2515
9.5306,-77.7797,1950
9.5306,-77.5763,1984
9.5306,-77.3729,3094
9.5306,-77.1695,2228
9.5306,-76.9661,1810
9.5306,-76.7627,2355
9.5306,-76.5593,1584
9.5306,-76.3559,1648
9.5306,-76.1525,1876
9.5306,-75.9492,1268
9.5306,-75.7458,2131
9.5306,-75.5424,1781
9.5306,-75.339,2581
9.5306,-75.1356,1920
9.5306,-74.9322,1039
9.5306,-74.7288,1364
9.5306,-74.5254,1265
9.5306,-74.322,1386
9.5306,-74.1186,1394
9.5306,-73.9153,1030
9.5306,-73.7119,1561
9.5306,-73.5085,947
9.5306,-73.3051,1513
9.5306,-73.1017,1120
9.5306,-72.8983,872
9.5306,-72.6949,1238
9.5306,-72.4915,814
9.5306,-72.2881,1210
9.5306,-72.0847,873
9.5306,-71.8814,349
9.5306,-71.678,148
9.5306,-71.4746,239
9.5306,-71.2712,163
9.5306,-71.0678,170
9.5306,-70.8644,159
9.5306,-70.661,220
9.5306,-70.4576,184
9.5306,-70.2542,277
9.5306,-70.0508,134
9.5306,-69.8475,203
9.5306,-69.6441,125
9.5306,-69.4407,137
9.5306,-69.2373,142
9.5306,-69.0339,208
9.5306,-68.8305,130
9.5306,-68.6271,263
9.5306,-68.4237,86
9.5306,-68.2203,179
9.5306,-68.0169,365
9.5306,-67.8136,72
9.5306,-67.6102,150
9.5306,-67.4068,112
9.5306,-67.2034,274
9.5306,-67.0,167
9.7551,-79.0,1053
9.7551,-78.7966,2783
9.7551,-78.5932,2409
9.7551,-78.3898,1032
9.7551,-78.1864,1112
9.7551,-77.9831,1016
9.7551,-77.7797,1712
9.7551,-77.5763,2357
9.7551,-77.3729,2518
9.7551,-77.1695,2071
9.7551,-76.9661,1978
9.7551,-76.7627,2633
9.7551,-76.5593,2903
9.7551,-76.3559,2395
9.7551,-76.1525,1560
9.7551,-75.9492,2365
9.7551,-75.7458,2037
9.7551,-75.5424,1264
9.7551,-75.339,2236
9.7551,-75.1356,2369
9.7551,-74.9322,1022
9.7551,-74.7288,809
9.7551,-74.5254,1043
9.7551,-74.322,558
9.7551,-74.1186,1166
9.7551,-73.9153,921
9.7551,-73.7119,1221
9.7551,-73.5085,1490
9.7551,-73.3051,734
9.7551,-73.1017,707
9.7551,-72.8983,894
9.7551,-72.6949,894
9.7551,-72.4915,870
9.7551,-72.2881,626
9.7551,-72.0847,626
9.7551,-71.8814,307
9.7551,-71.678,170
9.7551,-71.4746,320
9.7551,-71.2712,211
9.7551,-71.0678,111
9.7551,-70.8644,257
9.7551,-70.661,243
9.7551,-70.4576,192
9.7551,-70.2542,147
9.7551,-70.0508,304
9.7551,-69.8475,129
9.7551,-69.6441,222
9.7551,-69.4407,264
9.7551,-69.2373,165
9.7551,-69.0339,135
9.7551,-68.8305,60
9.7551,-68.6271,159
9.7551,-68.4237,427
9.7551,-68.2203,212
9.7551,-68.0169,130
9.7551,-67.8136,76
9.7551,-67.6102,97
9.7551,-67.4068,177
9.7551,-67.2034,203
9.7551,-67.0,329
9.9796,-79.0,1661
9.9796,-78.7966,2177
9.9796,-78.5932,1200
9.9796,-78.3898,2846
9.9796,-78.1864,2695
9.9796,-77.9831,1947
9.9796,-77.7797,2424
9.9796,-77.5763,2556
9.9796,-77.3729,606
9.9796,-77.1695,2081
9.9796,-76.9661,3234
9.9796,-76.7627,2102
9.9796,-76.5593,981
9.9796,-76.3559,2349
9.9796,-76.1525,1652
9.9796,-75.9492,1292
9.9796,-75.7458,2153
9.9796,-75.5424,1804
9.9796,-75.339,1979
9.9796,-75.1356,2026
9.9796,-74.9322,904
9.9796,-74.7288,990
9.9796,-74.5254,935
9.9796,-74.322,814
9.9796,-74.1186,831
9.9796,-73.9153,1436
9.9796,-73.7119,1105
9.9796,-73.5085,1153
9.9796,-73.3051,691
9.9796,-73.1017,1381
9.9796,-72.8983,1148
9.9796,-72.6949,923
9.9796,-72.4915,1330
9.9796,-72.2881,1024
9.9796,-72.0847,790
9.9796,-71.8814,245
9.9796,-71.678,316
9.9796,-71.4746,107
9.9796,-71.2712,105
9.9796,-71.0678,158
9.9796,-70.8644,241
9.9796,-70.661,314
9.9796,-70.4576,253
9.9796,-70.2542,183
9.9796,-70.0508,285
9.9796,-69.8475,252
9.9796,-69.6441,80
9.9796,-69.4407,128
9.9796,-69.2373,167
9.9796,-69.0339,90
9.9796,-68.8305,254
9.9796,-68.6271,335
9.9796,-68.4237,263
9.9796,-68.2203,196
9.9796,-68.0169,176
9.9796,-67.8136,81
9.9796,-67.6102,267
9.9796,-67.4068,135
9.9796,-67.2034,298
9.9796,-67.0,42
10.2041,-79.0,1946
10.2041,-78.7966,1800
10.2041,-78.5932,2384
10.2041,-78.3898,1583
10.2041,-78.1864,1922
10.2041,-77.9831,2063
10.2041,-77.7797,2446
10.2041,-77.5763,2095
10.2041,-77.3729,2230
10.2041,-77.1695,1954
10.2041,-76.9661,2133
10.2041,-76.7627,1587
10.2041,-76.5593,3046
10.2041,-76.3559,2912
10.2041,-76.1525,1728
10.2041,-75.9492,2466
10.2041,-75.7458,2320
10.2041,-75.5424,1565
10.2041,-75.339,2144
10.2041,-75.1356,2069
10.2041,-74.9322,1172
10.2041,-74.7288,1186
10.2041,-74.5254,460
10.2041,-74.322,1033
10.2041,-74.1186,1106
10.2041,-73.9153,1040
10.2041,-73.7119,991
10.2041,-73.5085,701
10.2041,-73.3051,582
10.2041,-73.1017,1129
10.2041,-72.8983,541
10.2041,-72.6949,859
10.2041,-72.4915,506
10.2041,-72.2881,804
10.2041,-72.0847,951
10.2041,-71.8814,292
10.2041,-71.678,0
10.2041,-71.4746,260
10.2041,-71.2712,195
10.2041,-71.0678,271
10.2041,-70.8644,250
10.2041,-70.661,172
10.2041,-70.4576,303
10.2041,-70.2542,365
10.2041,-70.0508,166
10.2041,-69.8475,31
10.2041,-69.6441,64
10.2041,-69.4407,180
10.2041,-69.2373,254
10.2041,-69.0339,280
10.2041,-68.8305,271
10.2041,-68.6271,284
10.2041,-68.4237,174
10.2041,-68.2203,191
10.2041,-68.0169,188
10.2041,-67.8136,0
10.2041,-67.6102,92
10.2041,-67.4068,112
10.2041,-67.2034,220
10.2041,-67.0,331
10.4286,-79.0,1960
10.4286,-78.7966,2032
10.4286,-78.5932,1912
10.4286,-78.3898,1753
10.4286,-78.1864,2603
10.4286,-77.9831,2387
10.4286,-77.7797,2019
10.4286,-77.5763,2237
10.4286,-77.3729,1655
10.4286,-77.1695,1920
10.4286,-76.9661,2770
10.4286,-76.7627,3057
10.4286,-76.5593,2866
10.4286,-76.3559,1905
10.4286,-76.1525,2085
10.4286,-75.9492,1822
10.4286,-75.7458,2803
10.4286,-75.5424,2089
10.4286,-75.339,2234
10.4286,-75.1356,1928
10.4286,-74.9322,1060
10.4286,-74.7288,1131
10.4286,-74.5254,953
10.4286,-74.322,801
10.4286,-74.1186,1177
10.4286,-73.9153,786
10.4286,-73.7119,502
10.4286,-73.5085,1035
10.4286,-73.3051,1135
10.4286,-73.1017,1378
10.4286,-72.8983,443
10.4286,-72.6949,1000
10.4286,-72.4915,1247
10.4286,-72.2881,657
10.4286,-72.0847,1198
10.4286,-71.8814,178
10.4286,-71.678,233
10.4286,-71.4746,420
10.4286,-71.2712,187
10.4286,-71.0678,117
10.4286,-70.8644,101
10.4286,-70.661,195
10.4286,-70.4576,322
10.4286,-70.2542,300
10.4286,-70.0508,356
10.4286,-69.8475,221
10.4286,-69.6441,118
10.4286,-69.4407,159
10.4286,-69.2373,229
10.4286,-69.0339,179
10.4286,-68.8305,235
10.4286,-68.6271,132
10.4286,-68.4237,225
10.4286,-68.2203,102
10.4286,-68.0169,345
10.4286,-67.8136,253
10.4286,-67.6102,111
10.4286,-67.4068,98
10.4286,-67.2034,89
10.4286,-67.0,180
10.6531,-79.0,1891
10.6531,-78.7966,2012
10.6531,-78.5932,1889
10.6531,-78.3898,2074
10.6531,-78.1864,867
10.6531,-77.9831,1147
10.6531,-77.7797,1951
10.6531,-77.5763,2778
10.6531,-77.3729,2728
10.6531,-77.1695,2399
10.6531,-76.9661,2045
10.6531,-76.7627,1916
10.6531,-76.5593,1944
10.6531,-76.3559,1837
10.6531,-76.1525,1884
10.6531,-75.9492,2472
10.6531,-75.7458,1887
10.6531,-75.5424,2731
10.6531,-75.339,1875
10.6531,-75.1356,1695
10.6531,-74.9322,1348
10.6531,-74.7288,957
10.6531,-74.5254,1281
10.6531,-74.322,1350
10.6531,-74.1186,1096
10.6531,-73.9153,931
10.6531,-73.7119,995
10.6531,-73.5085,1237
10.6531,-73.3051,975
10.6531,-73.1017,859
10.6531,-72.8983,1318
10.6531,-72.6949,728
10.6531,-72.4915,1100
10.6531,-72.2881,673
10.6531,-72.0847,1118
10.6531,-71.8814,116
10.6531,-71.678,20
10.6531,-71.4746,324
10.6531,-71.2712,342
10.6531,-71.0678,353
10.6531,-70.8644,114
10.6531,-70.661,149
10.6531,-70.4576,174
10.6531,-70.2542,96
10.6531,-70.0508,90
10.6531,-69.8475,471
10.6531,-69.6441,83
10.6531,-69.4407,182
10.6531,-69.2373,200
10.6531,-69.0339,224
10.6531,-68.8305,117
10.6531,-68.6271,294
10.6531,-68.4237,394
10.6531,-68.2203,91
10.6531,-68.0169,149
10.6531,-67.8136,157
10.6531,-67.6102,187
10.6531,-67.4068,84
10.6531,-67.2034,105
10.6531,-67.0,213
10.8776,-79.0,1418
10.8776,-78.7966,1815
10.8776,-78.5932,1627
10.8776,-78.3898,2290
10.8776,-78.1864,1656
10.8776,-77.9831,2223
10.8776,-77.7797,1798
10.8776,-77.5763,1546
10.8776,-77.3729,1853
10.8776,-77.1695,1794
10.8776,-76.9661,2295
10.8776,-76.7627,2055
10.8776,-76.5593,1779
10.8776,-76.3559,2173
10.8776,-76.1525,2535
10.8776,-75.9492,1777
10.8776,-75.7458,3400
10.8776,-75.5424,2288
10.8776,-75.339,1463
10.8776,-75.1356,1271
10.8776,-74.9322,877
10.8776,-74.7288,1219
10.8776,-74.5254,1092
10.8776,-74.322,1018
10.8776,-74.1186,1235
10.8776,-73.9153,759
10.8776,-73.7119,1001
10.8776,-73.5085,938
10.8776,-73.3051,1159
10.8776,-73.1017,1257
10.8776,-72.8983,1078
10.8776,-72.6949,1591
10.8776,-72.4915,1016
10.8776,-72.2881,717
10.8776,-72.0847,1319
10.8776,-71.8814,59
10.8776,-71.678,59
10.8776,-71.4746,125
10.8776,-71.2712,240
10.8776,-71.0678,35
10.8776,-70.8644,352
10.8776,-70.661,66
10.8776,-70.4576,163
10.8776,-70.2542,186
10.8776,-70.0508,177
10.8776,-69.8475,114
10.8776,-69.6441,298
10.8776,-69.4407,230
10.8776,-69.2373,205
10.8776,-69.0339,256
10.8776,-68.8305,153
10.8776,-68.6271,232
10.8776,-68.4237,116
10.8776,-68.2203,245
10.8776,-68.0169,109
10.8776,-67.8136,226
10.8776,-67.6102,0
10.8776,-67.4068,216
10.8776,-67.2034,166
10.8776,-67.0,186
11.102,-79.0,1636
11.102,-78.7966,1972
11.102,-78.5932,1435
11.102,-78.3898,1649
11.102,-78.1864,1854
11.102,-77.9831,2182
11.102,-77.7797,2630
11.102,-77.5763,1867
11.102,-77.3729,1751
11.102,-77.1695,1682
11.102,-76.9661,1843
11.102,-76.7627,1445
11.102,-76.5593,1407
11.102,-76.3559,1708
11.102,-76.1525,2225
11.102,-75.9492,2636
11.102,-75.7458,1803
11.102,-75.5424,2049
11.102,-75.339,3149
11.102,-75.1356,1442
11.102,-74.9322,1113
11.102,-74.7288,457
11.102,-74.5254,1129
11.102,-74.322,989
11.102,-74.1186,912
11.102,-73.9153,800
11.102,-73.7119,1317
11.102,-73.5085,1154
11.102,-73.3051,969
11.102,-73.1017,1344
11.102,-72.8983,794
11.102,-72.6949,1205
11.102,-72.4915,843
11.102,-72.2881,1059
11.102,-72.0847,1002
11.102,-71.8814,177
11.102,-71.678,289
11.102,-71.4746,193
11.102,-71.2712,36
11.102,-71.0678,206
11.102,-70.8644,319
11.102,-70.661,164
11.102,-70.4576,102
11.102,-70.2542,257
11.102,-70.0508,229
11.102,-69.8475,59
11.102,-69.6441,67
11.102,-69.4407,177
11.102,-69.2373,220
11.102,-69.0339,318
11.102,-68.8305,66
11.102,-68.6271,81
11.102,-68.4237,246
11.102,-68.2203,264
11.102,-68.0169,271
11.102,-67.8136,186
11.102,-67.6102,28
11.102,-67.4068,308
11.102,-67.2034,314
11.102,-67.0,281
11.3265,-79.0,1254
11.3265,-78.7966,1361
11.3265,-78.5932,1901
11.3265,-78.3898,1236
11.3265,-78.1864,1835
11.3265,-77.9831,1528
11.3265,-77.7797,1807
11.3265,-77.5763,1650
11.3265,-77.3729,1946
11.3265,-77.1695,1998
11.3265,-76.9661,2159
11.3265,-76.7627,1876
11.3265,-76.5593,1152
11.3265,-76.3559,2392
11.3265,-76.1525,2208
11.3265,-75.9492,1752
11.3265,-75.7458,874
11.3265,-75.5424,2053
11.3265,-75.339,1890
11.3265,-75.1356,2171
11.3265,-74.9322,901
11.3265,-74.7288,721
11.3265,-74.5254,862
11.3265,-74.322,1320
11.3265,-74.1186,1370
11.3265,-73.9153,1097
11.3265,-73.7119,1637
11.3265,-73.5085,1046
11.3265,-73.3051,1262
11.3265,-73.1017,712
11.3265,-72.8983,1076
11.3265,-72.6949,1175
11.3265,-72.4915,522
11.3265,-72.2881,732
11.3265,-72.0847,861
11.3265,-71.8814,65
11.3265,-71.678,412
11.3265,-71.4746,129
11.3265,-71.2712,211
11.3265,-71.0678,212
11.3265,-70.8644,202
11.3265,-70.661,336
11.3265,-70.4576,190
11.3265,-70.2542,40
11.3265,-70.0508,255
11.3265,-69.8475,228
11.3265,-69.6441,167
11.3265,-69.4407,182
11.3265,-69.2373,424
11.3265,-69.0339,197
11.3265,-68.8305,209
11.3265,-68.6271,99
11.3265,-68.4237,196
11.3265,-68.2203,442
11.3265,-68.0169,218
11.3265,-67.8136,520
11.3265,-67.6102,368
11.3265,-67.4068,116
11.3265,-67.2034,237
11.3265,-67.0,159
11.551,-79.0,1635
11.551,-78.7966,1909
11.551,-78.5932,2065
11.551,-78.3898,3653
11.551,-78.1864,2174
11.551,-77.9831,1573
11.551,-77.7797,1974
11.551,-77.5763,2552
11.551,-77.3729,2949
11.551,-77.1695,2127
11.551,-76.9661,2325
11.551,-76.7627,1519
11.551,-76.5593,1740
11.551,-76.3559,1820
11.551,-76.1525,2235
11.551,-75.9492,2180
11.551,-75.7458,2699
11.551,-75.5424,2020
11.551,-75.339,1908
11.551,-75.1356,1007
11.551,-74.9322,1156
11.551,-74.7288,690
11.551,-74.5254,1291
11.551,-74.322,1198
11.551,-74.1186,1081
11.551,-73.9153,1145
11.551,-73.7119,1322
11.551,-73.5085,1183
11.551,-73.3051,1020
11.551,-73.1017,787
11.551,-72.8983,953
11.551,-72.6949,1251
11.551,-72.4915,1312
11.551,-72.2881,1075
11.551,-72.0847,1112
11.551,-71.8814,172
11.551,-71.678,212
11.551,-71.4746,429
11.551,-71.2712,165
11.551,-71.0678,65
11.551,-70.8644,253
11.551,-70.661,67
11.551,-70.4576,304
11.551,-70.2542,233
11.551,-70.0508,371
11.551,-69.8475,440
11.551,-69.6441,55
11.551,-69.4407,294
11.551,-69.2373,275
11.551,-69.0339,315
11.551,-68.8305,184
11.551,-68.6271,183
11.551,-68.4237,76
11.551,-68.2203,310
11.551,-68.0169,313
11.551,-67.8136,275
11.551,-67.6102,293
11.551,-67.4068,261
11.551,-67.2034,281
11.551,-67.0,314
11.7755,-79.0,1928
11.7755,-78.7966,1830
11.7755,-78.5932,2051
11.7755,-78.3898,2593
11.7755,-78.1864,2509
11.7755,-77.9831,2215
11.7755,-77.7797,2428
11.7755,-77.5763,2257
11.7755,-77.3729,2330
11.7755,-77.1695,1930
11.7755,-76.9661,1395
11.7755,-76.7627,2139
11.7755,-76.5593,843
11.7755,-76.3559,2070
11.7755,-76.1525,2131
11.7755,-75.9492,2069
11.7755,-75.7458,1893
11.7755,-75.5424,1947
11.7755,-75.339,1706
11.7755,-75.1356,2129
11.7755,-74.9322,1729
11.7755,-74.7288,1320
11.7755,-74.5254,1595
11.7755,-74.322,657
11.7755,-74.1186,645
11.7755,-73.9153,577
11.7755,-73.7119,1035
11.7755,-73.5085,987
11.7755,-73.3051,916
11.7755,-73.1017,434
11.7755,-72.8983,1118
11.7755,-72.6949,1338
11.7755,-72.4915,1517
11.7755,-72.2881,918
11.7755,-72.0847,862
11.7755,-71.8814,339
11.7755,-71.678,112
11.7755,-71.4746,264
11.7755,-71.2712,67
11.7755,-71.0678,125
11.7755,-70.8644,135
11.7755,-70.661,195
11.7755,-70.4576,306
11.7755,-70.2542,239
11.7755,-70.0508,391
11.7755,-69.8475,156
11.7755,-69.6441,315
11.7755,-69.4407,139
11.7755,-69.2373,132
11.7755,-69.0339,165
11.7755,-68.8305,133
11.7755,-68.6271,120
11.7755,-68.4237,159
11.7755,-68.2203,173
11.7755,-68.0169,427
11.7755,-67.8136,235
11.7755,-67.6102,175
11.7755,-67.4068,264
11.7755,-67.2034,352
11.7755,-67.0,297
12.0,-79.0,2977
12.0,-78.7966,1900
12.0,-78.5932,1797
12.0,-78.3898,2148
12.0,-78.1864,1538
12.0,-77.9831,1700
12.0,-77.7797,2183
12.0,-77.5763,1780
12.0,-77.3729,2306
12.0,-77.1695,1599
12.0,-76.9661,1937
12.0,-76.7627,1774
12.0,-76.5593,1775
12.0,-76.3559,1442
12.0,-76.1525,2562
12.0,-75.9492,1911
12.0,-75.7458,1858
12.0,-75.5424,1323
12.0,-75.339,1609
12.0,-75.1356,1933
12.0,-74.9322,799
12.0,-74.7288,930
12.0,-74.5254,1464
12.0,-74.322,874
12.0,-74.1186,850
12.0,-73.9153,582
12.0,-73.7119,683
12.0,-73.5085,1099
12.0,-73.3051,543
12.0,-73.1017,1023
12.0,-72.8983,794
12.0,-72.6949,853
12.0,-72.4915,1148
12.0,-72.2881,1174
12.0,-72.0847,806
12.0,-71.8814,53
12.0,-71.678,145
12.0,-71.4746,109
12.0,-71.2712,0
12.0,-71.0678,297
12.0,-70.8644,253
12.0,-70.661,34
12.0,-70.4576,271
12.0,-70.2542,180
12.0,-70.0508,263
12.0,-69.8475,343
12.0,-69.6441,254
12.0,-69.4407,115
12.0,-69.2373,195
12.0,-69.0339,134
12.0,-68.8305,115
12.0,-68.6271,95
12.0,-68.4237,284
12.0,-68.2203,79
12.0,-68.0169,195
12.0,-67.8136,80
12.0,-67.6102,82
12.0,-67.4068,201
12.0,-67.2034,266
12.0,-67.0,196
